ID,Start time,Completion time,Email,Name,Last modified time,Provided ID,Occupation,Educational Background,Which one did you test ?,1. The links and buttons at the top of the page in the navigation menu are clear and readable.,2. It is easy to navigate the site using only a keyboard (without a mouse).,3. The text and buttons on the product cards are easy to read.,"4. I receive a small, modern notification when adding or removing an item from the cart.",5. I notice the product is duplicated in the cart after adding it twice.,"6. When I fill out a form incorrectly, I receive meaningful error messages.",7. I experienced smooth and fluid scrolling while browsing the product list on the Home and Sales pages.  ,"8. The mouse cursor changes to a hand icon when hovering over links and buttons, making it clear they are clickable.",9. The checkboxes were appropriately sized and easy to click.,10.  The search results update instantly as I type.,11. The website's background makes it easy to maintain visual focus on the products.,12. Product images fit their frames proportionally without unnecessary white space.,13. The system responds immediately when applying filters on products.,14. The system responds immediately when sorting products by category.,"15. Overall, the application feels modern and responsive."
87,04/07/2026 11:29:42,04/07/2026 11:39:32,anonymous,,,STD38,Student,Software,Shop,2. Disagree ,2. Disagree ,2. Disagree ,2. Disagree ,2. Disagree ,1. Strongly Disagree ,3. Neutral,1. Strongly Disagree ,1. Strongly Disagree ,5. Strongly Agree,3. Neutral,2. Disagree ,5. Strongly Agree,5. Strongly Agree,2. Disagree 
88,04/07/2026 11:39:46,04/07/2026 11:43:48,anonymous,,,STD38,Student,Software,Ecommerce,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,1. Strongly Disagree ,5. Strongly Agree,3. Neutral,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree
94,04/07/2026 12:40:12,04/07/2026 12:44:07,anonymous,,,Std41,Student,Bsc in SE,Shop,2. Disagree ,4. Agree,3. Neutral,5. Strongly Agree,3. Neutral,3. Neutral,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,2. Disagree ,4. Agree,3. Neutral,2. Disagree 
95,04/07/2026 12:44:29,04/07/2026 12:46:58,anonymous,,,Std41 ,Student,Bsc in SE,Ecommerce,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,2. Disagree ,5. Strongly Agree,5. Strongly Agree,3. Neutral,5. Strongly Agree,4. Agree,4. Agree,3. Neutral,5. Strongly Agree,4. Agree,5. Strongly Agree
98,04/07/2026 12:53:12,04/07/2026 12:58:23,anonymous,,,Std43,Student,Webbprograming,Shop,2. Disagree ,2. Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,5. Strongly Agree,1. Strongly Disagree ,4. Agree,1. Strongly Disagree ,3. Neutral,5. Strongly Agree,4. Agree,3. Neutral,2. Disagree ,3. Neutral,3. Neutral
99,04/07/2026 12:58:28,04/07/2026 13:01:39,anonymous,,,Std43,Student ,Web programming ,Ecommerce,4. Agree,2. Disagree ,5. Strongly Agree,2. Disagree ,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree
100,04/07/2026 15:34:01,04/07/2026 15:43:34,anonymous,,,std46,Student,Msc AI and machine learning ,Shop,3. Neutral,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,1. Strongly Disagree ,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,3. Neutral,4. Agree,3. Neutral
101,04/07/2026 15:34:11,04/07/2026 15:43:40,anonymous,,,Std44,Employed,Master in Ai,Shop,3. Neutral,3. Neutral,3. Neutral,2. Disagree ,5. Strongly Agree,1. Strongly Disagree ,3. Neutral,2. Disagree ,3. Neutral,4. Agree,2. Disagree ,1. Strongly Disagree ,3. Neutral,2. Disagree ,3. Neutral
102,04/07/2026 15:33:55,04/07/2026 15:43:58,anonymous,,,Std 45,Student ,Master of Science in Engineering : computer Security ,Shop,3. Neutral,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,2. Disagree ,4. Agree,5. Strongly Agree,4. Agree,3. Neutral,5. Strongly Agree,4. Agree,3. Neutral
104,04/07/2026 15:34:25,04/07/2026 15:47:23,anonymous,,,Std48,Student,Ai,Shop,3. Neutral,3. Neutral,3. Neutral,4. Agree,3. Neutral,3. Neutral,3. Neutral,3. Neutral,3. Neutral,3. Neutral,2. Disagree ,2. Disagree ,3. Neutral,3. Neutral,3. Neutral
105,04/07/2026 15:43:54,04/07/2026 15:48:27,anonymous,,,Std44,Employed ,Master in ai,Ecommerce,3. Neutral,2. Disagree ,3. Neutral,2. Disagree ,1. Strongly Disagree ,3. Neutral,2. Disagree ,3. Neutral,3. Neutral,5. Strongly Agree,3. Neutral,3. Neutral,5. Strongly Agree,5. Strongly Agree,4. Agree
106,04/07/2026 15:44:05,04/07/2026 15:50:09,anonymous,,,Std45,Student ,Master of science in Engineering : computer security ,Ecommerce,3. Neutral,4. Agree,4. Agree,5. Strongly Agree,4. Agree,3. Neutral,5. Strongly Agree,2. Disagree ,3. Neutral,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,2. Disagree 
107,04/07/2026 15:43:38,04/07/2026 15:50:21,anonymous,,,std46,Student,Msc AI and Machinelearning,Ecommerce,5. Strongly Agree,5. Strongly Agree,2. Disagree ,5. Strongly Agree,4. Agree,3. Neutral,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neutral
108,04/07/2026 15:47:35,04/07/2026 15:52:29,anonymous,,,Std48,Student,AI,Ecommerce,4. Agree,4. Agree,4. Agree,1. Strongly Disagree ,1. Strongly Disagree ,3. Neutral,3. Neutral,3. Neutral,3. Neutral,3. Neutral,3. Neutral,3. Neutral,3. Neutral,3. Neutral,2. Disagree 
113,04/07/2026 16:05:16,04/07/2026 16:11:48,anonymous,,,STD51,Student,Gymnasium,Shop,2. Disagree ,3. Neutral,3. Neutral,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,5. Strongly Agree,1. Strongly Disagree ,2. Disagree ,2. Disagree ,2. Disagree ,2. Disagree ,1. Strongly Disagree ,2. Disagree ,1. Strongly Disagree 
114,04/07/2026 16:12:04,04/07/2026 16:14:55,anonymous,,,STD51,Student ,Gymnasium ,Ecommerce,4. Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,2. Disagree ,1. Strongly Disagree ,5. Strongly Agree,5. Strongly Agree,4. Agree
115,04/07/2026 16:17:42,04/07/2026 16:25:34,anonymous,,,Std 53,Student,Software engineering,Shop,1. Strongly Disagree ,2. Disagree ,1. Strongly Disagree ,3. Neutral,1. Strongly Disagree ,2. Disagree ,3. Neutral,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,2. Disagree ,1. Strongly Disagree ,2. Disagree ,2. Disagree ,1. Strongly Disagree 
116,04/07/2026 16:17:39,04/07/2026 16:25:36,anonymous,,,Std52,Student,Software engineer,Shop,2. Disagree ,3. Neutral,1. Strongly Disagree ,3. Neutral,1. Strongly Disagree ,1. Strongly Disagree ,3. Neutral,1. Strongly Disagree ,2. Disagree ,2. Disagree ,3. Neutral,1. Strongly Disagree ,1. Strongly Disagree ,3. Neutral,1. Strongly Disagree 
117,04/07/2026 16:17:33,04/07/2026 16:25:56,anonymous,,,STD54,Student,Software Engineering,Shop,1. Strongly Disagree ,2. Disagree ,2. Disagree ,3. Neutral,1. Strongly Disagree ,1. Strongly Disagree ,3. Neutral,1. Strongly Disagree ,2. Disagree ,2. Disagree ,3. Neutral,1. Strongly Disagree ,2. Disagree ,3. Neutral,1. Strongly Disagree 
118,04/07/2026 16:25:43,04/07/2026 16:31:14,anonymous,,,Std53,Student,Software engineering,Ecommerce,4. Agree,4. Agree,4. Agree,2. Disagree ,4. Agree,4. Agree,3. Neutral,4. Agree,3. Neutral,4. Agree,2. Disagree ,4. Agree,4. Agree,4. Agree,3. Neutral
119,04/07/2026 16:25:44,04/07/2026 16:32:51,anonymous,,,Std52,Student,Software engineering ,Ecommerce,4. Agree,5. Strongly Agree,4. Agree,3. Neutral,1. Strongly Disagree ,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neutral,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree
120,04/07/2026 16:25:58,04/07/2026 16:32:55,anonymous,,,STD54,Student,Software Engineering,Ecommerce,4. Agree,4. Agree,4. Agree,3. Neutral,1. Strongly Disagree ,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,1. Strongly Disagree 
121,04/07/2026 16:33:26,04/07/2026 16:36:50,anonymous,,,STD 56,Student ,Software engineer ,Shop,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree 
122,04/07/2026 16:33:13,04/07/2026 16:42:44,anonymous,,,STD 55,,Software engineering ,Shop,1. Strongly Disagree ,5. Strongly Agree,2. Disagree ,3. Neutral,4. Agree,2. Disagree ,4. Agree,2. Disagree ,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,2. Disagree ,2. Disagree 
123,04/07/2026 16:33:14,04/07/2026 16:42:44,anonymous,,,STD57,Student,Software Enginner,Shop,1. Strongly Disagree ,5. Strongly Agree,2. Disagree ,3. Neutral,4. Agree,2. Disagree ,4. Agree,2. Disagree ,4. Agree,4. Agree,4. Agree,3. Neutral,4. Agree,4. Agree,2. Disagree 
124,04/07/2026 16:36:59,04/07/2026 16:43:38,anonymous,,,STD 56,Student ,Software engineer ,Ecommerce,4. Agree,4. Agree,5. Strongly Agree,4. Agree,3. Neutral,4. Agree,5. Strongly Agree,4. Agree,3. Neutral,5. Strongly Agree,4. Agree,3. Neutral,4. Agree,4. Agree,4. Agree
125,04/07/2026 16:43:09,04/07/2026 16:47:21,anonymous,,,Std 55,,Software engineer ,Ecommerce,4. Agree,4. Agree,5. Strongly Agree,2. Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,3. Neutral,1. Strongly Disagree ,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,3. Neutral,3. Neutral
126,04/07/2026 16:44:26,04/07/2026 16:48:41,anonymous,,,STD 57,Student,Software Engineer ,Ecommerce,5. Strongly Agree,4. Agree,5. Strongly Agree,2. Disagree ,1. Strongly Disagree ,3. Neutral,4. Agree,4. Agree,4. Agree,4. Agree,2. Disagree ,2. Disagree ,4. Agree,5. Strongly Agree,3. Neutral
127,04/07/2026 16:47:26,04/07/2026 16:53:00,anonymous,,,Std58,Student,Software Engineering,Shop,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree 
128,04/07/2026 16:50:43,04/07/2026 16:58:57,anonymous,,,Std60,Software,Uni,Shop,1. Strongly Disagree ,4. Agree,3. Neutral,2. Disagree ,1. Strongly Disagree ,3. Neutral,3. Neutral,1. Strongly Disagree ,4. Agree,1. Strongly Disagree ,4. Agree,2. Disagree ,2. Disagree ,4. Agree,2. Disagree 
129,04/07/2026 16:50:25,04/07/2026 16:59:36,anonymous,,,Std59,Se,Se,Shop,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,3. Neutral,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,4. Agree,4. Agree,3. Neutral,4. Agree,1. Strongly Disagree 
130,04/07/2026 16:53:25,04/07/2026 17:05:10,anonymous,,,Std58,Student ,Software Engineering,Ecommerce,1. Strongly Disagree ,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree
131,04/07/2026 17:00:31,04/07/2026 17:05:13,anonymous,,,Std60,Software,Uni,Ecommerce,4. Agree,5. Strongly Agree,4. Agree,3. Neutral,5. Strongly Agree,2. Disagree ,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree
132,04/07/2026 17:00:39,04/07/2026 17:05:48,anonymous,,,Std59,Se,Se,Ecommerce,3. Neutral,3. Neutral,2. Disagree ,3. Neutral,5. Strongly Agree,1. Strongly Disagree ,4. Agree,4. Agree,3. Neutral,1. Strongly Disagree ,4. Agree,4. Agree,3. Neutral,1. Strongly Disagree ,3. Neutral
133,04/07/2026 17:07:54,04/07/2026 17:15:19,anonymous,,,Std 61,Student-worker,Softwate,Shop,1. Strongly Disagree ,1. Strongly Disagree ,2. Disagree ,1. Strongly Disagree ,3. Neutral,1. Strongly Disagree ,2. Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,4. Agree,3. Neutral,1. Strongly Disagree ,2. Disagree ,1. Strongly Disagree ,2. Disagree 
135,04/07/2026 17:15:31,04/07/2026 17:18:20,anonymous,,,Std 61,Student-worker,Software,Ecommerce,3. Neutral,3. Neutral,4. Agree,3. Neutral,4. Agree,4. Agree,3. Neutral,4. Agree,4. Agree,3. Neutral,3. Neutral,4. Agree,4. Agree,4. Agree,3. Neutral
136,04/07/2026 17:20:59,04/07/2026 17:31:37,anonymous,,,Std67,Student,Msc industrial engineering ,Shop,2. Disagree ,4. Agree,2. Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,4. Agree,1. Strongly Disagree ,3. Neutral,4. Agree,3. Neutral,2. Disagree ,2. Disagree ,2. Disagree ,2. Disagree 
137,04/07/2026 17:21:10,04/07/2026 17:31:38,anonymous,,,Std63,Student,M.sc. in industrial economy,Shop,2. Disagree ,4. Agree,2. Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,4. Agree,1. Strongly Disagree ,2. Disagree ,4. Agree,4. Agree,2. Disagree ,3. Neutral,2. Disagree ,2. Disagree 
138,04/07/2026 17:21:08,04/07/2026 17:31:38,anonymous,,,STD65,Student,Industrial engineering,Shop,2. Disagree ,5. Strongly Agree,2. Disagree ,3. Neutral,2. Disagree ,2. Disagree ,5. Strongly Agree,1. Strongly Disagree ,2. Disagree ,5. Strongly Agree,4. Agree,2. Disagree ,4. Agree,4. Agree,3. Neutral
139,04/07/2026 17:21:08,04/07/2026 17:31:39,anonymous,,,Std66,Student,Industrial Engeenring,Shop,2. Disagree ,4. Agree,2. Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,4. Agree,1. Strongly Disagree ,1. Strongly Disagree ,5. Strongly Agree,3. Neutral,2. Disagree ,3. Neutral,3. Neutral,2. Disagree 
140,04/07/2026 17:31:45,04/07/2026 17:34:41,anonymous,,,Std67,Student,Industrial engineering,Ecommerce,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,3. Neutral,2. Disagree ,5. Strongly Agree,5. Strongly Agree,4. Agree
141,04/07/2026 17:31:46,04/07/2026 17:34:42,anonymous,,,Std66,Student,Industrial Engineering,Ecommerce,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neutral,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree
142,04/07/2026 17:31:45,04/07/2026 17:34:43,anonymous,,,Std63,Student ,M.sc in industrial economies,Ecommerce,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,3. Neutral,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree
143,04/07/2026 17:31:44,04/07/2026 17:34:58,anonymous,,,STD65,Student,Industrial engineering,Ecommerce,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neutral,2. Disagree ,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree
144,04/07/2026 17:36:25,04/07/2026 17:43:33,anonymous,,,Std68,Student ,Technical year,Shop,4. Agree,4. Agree,4. Agree,5. Strongly Agree,4. Agree,3. Neutral,4. Agree,2. Disagree ,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree
145,04/07/2026 17:36:26,04/07/2026 17:43:36,anonymous,,,Std 70,Student,First year student marine engineering ,Shop,3. Neutral,2. Disagree ,4. Agree,4. Agree,3. Neutral,1. Strongly Disagree ,5. Strongly Agree,2. Disagree ,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree
146,04/07/2026 17:36:29,04/07/2026 17:43:36,anonymous,,,STD69,Student,Technical base year,Shop,1. Strongly Disagree ,2. Disagree ,4. Agree,4. Agree,2. Disagree ,1. Strongly Disagree ,5. Strongly Agree,2. Disagree ,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree
147,04/07/2026 17:43:52,04/07/2026 17:47:21,anonymous,,,Std68,Student ,Techical year ,Ecommerce,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree
148,04/07/2026 17:43:51,04/07/2026 17:47:26,anonymous,,,STD69,Student,Technical base year,Ecommerce,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree
149,04/07/2026 17:44:12,04/07/2026 17:47:40,anonymous,,,Std 70,Student ,First year of Marine engineering ,Ecommerce,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree
152,04/07/2026 17:49:14,04/07/2026 17:55:09,anonymous,,,Std72,Student,Marin technology ,Shop,4. Agree,3. Neutral,4. Agree,4. Agree,4. Agree,3. Neutral,5. Strongly Agree,1. Strongly Disagree ,2. Disagree ,4. Agree,5. Strongly Agree,2. Disagree ,4. Agree,4. Agree,3. Neutral
153,04/07/2026 17:49:25,04/07/2026 17:55:25,anonymous,,,std75,Student,Maskinteknik,Shop,3. Neutral,4. Agree,4. Agree,3. Neutral,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree
154,04/07/2026 17:49:21,04/07/2026 17:55:33,anonymous,,,std71,Student ,Andra året maskinteknik ,Shop,2. Disagree ,4. Agree,2. Disagree ,2. Disagree ,2. Disagree ,2. Disagree ,5. Strongly Agree,1. Strongly Disagree ,2. Disagree ,3. Neutral,2. Disagree ,1. Strongly Disagree ,2. Disagree ,3. Neutral,2. Disagree 
157,04/07/2026 17:55:31,04/07/2026 17:58:48,anonymous,,,std75,Student,Maskinteknik,Ecommerce,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neutral,5. Strongly Agree,4. Agree,5. Strongly Agree
158,04/07/2026 17:55:29,04/07/2026 17:58:57,anonymous,,,Std72 ,Student ,Marine technology ,Ecommerce,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree
159,04/07/2026 17:55:36,04/07/2026 17:59:03,anonymous,,,std71,Student ,andra året maskinteknik ,Ecommerce,4. Agree,4. Agree,4. Agree,4. Agree,3. Neutral,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,2. Disagree ,5. Strongly Agree,5. Strongly Agree,3. Neutral
161,04/07/2026 18:01:24,04/07/2026 18:08:54,anonymous,,,Std78,Student,Sjukskötersk,Shop,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree
163,04/07/2026 18:01:33,04/07/2026 18:10:37,anonymous,,,Std 81,student,nursing,Shop,3. Neutral,4. Agree,3. Neutral,5. Strongly Agree,4. Agree,2. Disagree ,2. Disagree ,2. Disagree ,3. Neutral,4. Agree,5. Strongly Agree,4. Agree,4. Agree,3. Neutral,4. Agree
167,04/07/2026 18:10:24,04/07/2026 18:13:03,anonymous,,,Std78,Student,Sjuksköterska ,Ecommerce,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree
169,04/07/2026 18:12:22,04/07/2026 18:14:42,anonymous,,,std81,student,nursing,Ecommerce,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree
175,04/07/2026 18:18:34,04/07/2026 18:28:21,anonymous,,,Std84,Student,Nursing,Shop,3. Neutral,2. Disagree ,3. Neutral,4. Agree,1. Strongly Disagree ,1. Strongly Disagree ,2. Disagree ,1. Strongly Disagree ,2. Disagree ,2. Disagree ,2. Disagree ,1. Strongly Disagree ,2. Disagree ,2. Disagree ,2. Disagree 
179,04/07/2026 18:31:34,04/07/2026 18:31:41,anonymous,,,Std84,Student ,Nutsing,Ecommerce,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree
335,04/22/2026 17:00:31,04/22/2026 17:07:57,anonymous,,,std162,student ,software engineering ,Shop,2. Disagree ,2. Disagree ,1. Strongly Disagree ,2. Disagree ,4. Agree,1. Strongly Disagree ,4. Agree,2. Disagree ,1. Strongly Disagree ,2. Disagree ,3. Neutral,2. Disagree ,2. Disagree ,2. Disagree ,2. Disagree 
336,04/22/2026 17:08:00,04/22/2026 17:15:01,anonymous,,,std162,student ,software engineering ,Ecommerce,4. Agree,4. Agree,5. Strongly Agree,4. Agree,2. Disagree ,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree
337,04/22/2026 17:46:06,04/22/2026 17:51:30,anonymous,,,Std163,Student ,Software engineering ,Shop,1. Strongly Disagree ,3. Neutral,2. Disagree ,1. Strongly Disagree ,5. Strongly Agree,1. Strongly Disagree ,4. Agree,1. Strongly Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,3. Neutral,2. Disagree ,2. Disagree ,2. Disagree ,1. Strongly Disagree 
338,04/22/2026 17:51:41,04/22/2026 18:05:42,anonymous,,,Std163,Student ,Software engineering ,Ecommerce,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,1. Strongly Disagree ,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree
339,04/23/2026 09:32:57,04/23/2026 09:41:47,anonymous,,,std164,Student,Software engineering,Shop,1. Strongly Disagree ,2. Disagree ,1. Strongly Disagree ,1. Strongly Disagree ,5. Strongly Agree,2. Disagree ,3. Neutral,1. Strongly Disagree ,1. Strongly Disagree ,2. Disagree ,3. Neutral,2. Disagree ,2. Disagree ,2. Disagree ,1. Strongly Disagree 
340,04/23/2026 09:41:50,04/23/2026 09:47:05,anonymous,,,std164,student,software engineering,Ecommerce,4. Agree,4. Agree,4. Agree,4. Agree,1. Strongly Disagree ,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree
